"","Date","Cancer group","Metric","Breakdown","Demographic","new","old","ndiff_newOld","propchange_newOld"
"2724",Nov 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",479,478,1,0
"2725",Nov 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Screening",405,404,1,0
"2726",Nov 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",564,562,2,0
"2727",Nov 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",453,448,5,0.01
"2728",Nov 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",121,120,1,0.01
"2729",Nov 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",64,64,0,0
"2730",Nov 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",265,265,0,0
"2731",Nov 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Screening",68,68,0,0
"2732",Nov 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",351,346,5,0.01
"2733",Nov 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",123,123,0,0
"2734",Nov 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",430,415,15,0.04
"2735",Nov 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",582,517,65,0.13
"2736",Nov 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","Other",312,314,-2,-0.01
"2737",Nov 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",53,52,1,0.02
"2738",Nov 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",143,143,0,0
"2739",Nov 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",151,153,-2,-0.01
"2740",Nov 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","TWW",486,485,1,0
"2741",Nov 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",27,NA,NA,NA
"2742",Nov 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",54,NA,NA,NA
"2743",Nov 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",5,NA,NA,NA
"2744",Nov 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",12,NA,NA,NA
"2745",Nov 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",63,NA,NA,NA
"2746",Nov 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",184,NA,NA,NA
"2747",Nov 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","Other",167,NA,NA,NA
"2748",Nov 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",39,NA,NA,NA
"2749",Nov 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",55,NA,NA,NA
"2750",Nov 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",99,NA,NA,NA
"2751",Nov 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","TWW",388,NA,NA,NA
"2752",Nov 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",81,NA,NA,NA
"2753",Nov 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","TWW",87,NA,NA,NA
"2754",Nov 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",650,632,18,0.03
"2755",Nov 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","TWW",710,709,1,0
"2756",Nov 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",552,545,7,0.01
"2757",Nov 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",577,572,5,0.01
"2758",Nov 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",428,363,65,0.18
"2759",Nov 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",96,NA,NA,NA
"2760",Nov 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",57,NA,NA,NA
"2761",Nov 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",28,25,3,0.12
"2762",Nov 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",102,103,-1,-0.01
"2763",Nov 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",227,227,0,0
"2764",Nov 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",17,18,-1,-0.06
"2765",Nov 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",62,NA,NA,NA
"2766",Nov 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",125,NA,NA,NA
"2767",Nov 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",50,NA,NA,NA
"2768",Nov 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",26,NA,NA,NA
"2769",Nov 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",17,NA,NA,NA
"2770",Nov 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",21,NA,NA,NA
"2771",Nov 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",199,NA,NA,NA
"2772",Nov 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",114,NA,NA,NA
"2773",Nov 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",34,NA,NA,NA
"2774",Nov 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",113,NA,NA,NA
"2775",Nov 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",106,NA,NA,NA
"2776",Nov 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",316,NA,NA,NA
"2777",Nov 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",16,NA,NA,NA
"2778",Nov 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",165,NA,NA,NA
"2779",Nov 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",227,NA,NA,NA
"2780",Nov 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",256,231,25,0.11
"2781",Nov 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",161,155,6,0.04
"2782",Nov 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",130,129,1,0.01
"2783",Nov 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",257,256,1,0
"2784",Nov 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"2785",Nov 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"2786",Nov 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"2787",Nov 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"2788",Nov 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"2789",Nov 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",139,NA,NA,NA
"2790",Nov 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",86,NA,NA,NA
"2791",Nov 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",77,NA,NA,NA
"2792",Nov 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",66,NA,NA,NA
"2793",Nov 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",205,NA,NA,NA
"2794",Nov 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",316,NA,NA,NA
"2795",Nov 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",92,NA,NA,NA
"2796",Nov 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",52,NA,NA,NA
"2797",Nov 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",193,NA,NA,NA
"2798",Nov 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",649,641,8,0.01
"2799",Nov 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1955,1955,0,0
"2800",Nov 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",351,351,0,0
"2801",Nov 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",418,418,0,0
"2802",Nov 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",46,NA,NA,NA
"2803",Nov 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","TWW",102,NA,NA,NA
"2804",Nov 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",18,NA,NA,NA
"2805",Nov 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",26,NA,NA,NA
"2806",Nov 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",148,NA,NA,NA
"2807",Nov 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",15,NA,NA,NA
"2808",Nov 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Other",21,NA,NA,NA
"2809",Nov 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",92,96,-4,-0.04
"2810",Nov 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","TWW",114,120,-6,-0.05
"2811",Nov 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",238,231,7,0.03
"2812",Nov 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","TWW",338,337,1,0
"2813",Nov 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",47,45,2,0.04
"2814",Nov 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",58,58,0,0
"2815",Nov 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",355,300,55,0.18
"2816",Nov 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",381,330,51,0.15
"2817",Nov 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",338,348,-10,-0.03
"2818",Nov 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",166,166,0,0
"2819",Nov 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",80,81,-1,-0.01
"2820",Nov 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",113,NA,NA,NA
"2821",Nov 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",377,NA,NA,NA
"2822",Nov 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",32,NA,NA,NA
"2823",Nov 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",25,NA,NA,NA
"2824",Dec 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",4446,4323,123,0.03
"2825",Dec 2020,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",1409,1404,5,0
"2826",Dec 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",2890,2882,8,0
"2827",Dec 2020,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",3000,2980,20,0.01
"2828",Dec 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",205,NA,NA,NA
"2829",Dec 2020,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",334,NA,NA,NA
"2830",Dec 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",172,NA,NA,NA
"2831",Dec 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",50,NA,NA,NA
"2832",Dec 2020,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",357,NA,NA,NA
"2833",Dec 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",36,31,5,0.16
"2834",Dec 2020,"Bone and soft tissue","New cancer diagnoses (observed)","Route to Diagnosis","Other",69,76,-7,-0.09
"2835",Dec 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",197,160,37,0.23
"2836",Dec 2020,"Brain and CNS","New cancer diagnoses (observed)","Route to Diagnosis","Other",139,139,0,0
"2837",Dec 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",116,105,11,0.1
"2838",Dec 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","Other",196,200,-4,-0.02
"2839",Dec 2020,"Breast","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1999,2000,-1,0
"2840",Dec 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",1010,1005,5,0
"2841",Dec 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",236,227,9,0.04
"2842",Dec 2020,"Breast","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",1006,1020,-14,-0.01
"2843",Dec 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",25,NA,NA,NA
"2844",Dec 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","Other",21,NA,NA,NA
"2845",Dec 2020,"Cervical","New cancer diagnoses (observed)","Route to Diagnosis","TWW",60,NA,NA,NA
"2846",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",606,560,46,0.08
"2847",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","Other",367,364,3,0.01
"2848",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",1177,1179,-2,0
"2849",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",520,509,11,0.02
"2850",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",747,745,2,0
"2851",Dec 2020,"Colorectal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",727,693,34,0.05
"2852",Dec 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",21,16,5,0.31
"2853",Dec 2020,"Endocrine","New cancer diagnoses (observed)","Route to Diagnosis","Other",53,61,-8,-0.13
"2854",Dec 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",212,190,22,0.12
"2855",Dec 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","Other",188,199,-11,-0.06
"2856",Dec 2020,"Gynaecological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",634,634,0,0
"2857",Dec 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",51,51,0,0
"2858",Dec 2020,"Gynaecological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",91,90,1,0.01
"2859",Dec 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",479,457,22,0.05
"2860",Dec 2020,"Haematological","New cancer diagnoses (observed)","Route to Diagnosis","TWW",640,634,6,0.01
"2861",Dec 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",78,75,3,0.04
"2862",Dec 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",70,70,0,0
"2863",Dec 2020,"Haematological","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",642,627,15,0.02
"2864",Dec 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",70,64,6,0.09
"2865",Dec 2020,"Head and Neck","New cancer diagnoses (observed)","Route to Diagnosis","Other",143,145,-2,-0.01
"2866",Dec 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",29,NA,NA,NA
"2867",Dec 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",22,NA,NA,NA
"2868",Dec 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",16,NA,NA,NA
"2869",Dec 2020,"Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",20,NA,NA,NA
"2870",Dec 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",184,NA,NA,NA
"2871",Dec 2020,"Kidney","New cancer diagnoses (observed)","Route to Diagnosis","TWW",234,NA,NA,NA
"2872",Dec 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",221,NA,NA,NA
"2873",Dec 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",121,NA,NA,NA
"2874",Dec 2020,"Kidney","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",341,NA,NA,NA
"2875",Dec 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",55,NA,NA,NA
"2876",Dec 2020,"Lip, oral cavity and pharynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",121,NA,NA,NA
"2877",Dec 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",190,NA,NA,NA
"2878",Dec 2020,"Liver","New cancer diagnoses (observed)","Route to Diagnosis","Other",90,NA,NA,NA
"2879",Dec 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",1112,1026,86,0.08
"2880",Dec 2020,"Lung","New cancer diagnoses (observed)","Route to Diagnosis","Other",715,728,-13,-0.02
"2881",Dec 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",182,182,0,0
"2882",Dec 2020,"Lung","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",1291,1281,10,0.01
"2883",Dec 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",98,NA,NA,NA
"2884",Dec 2020,"Lymphoid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","TWW",86,NA,NA,NA
"2885",Dec 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",303,294,9,0.03
"2886",Dec 2020,"Melanoma","New cancer diagnoses (observed)","Route to Diagnosis","TWW",565,567,-2,0
"2887",Dec 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",445,443,2,0
"2888",Dec 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",37,37,0,0
"2889",Dec 2020,"Melanoma","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",295,293,2,0.01
"2890",Dec 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",108,NA,NA,NA
"2891",Dec 2020,"Multiple myeloma","New cancer diagnoses (observed)","Route to Diagnosis","Other",40,NA,NA,NA
"2892",Dec 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",118,NA,NA,NA
"2893",Dec 2020,"Myeloid leukaemia","New cancer diagnoses (observed)","Route to Diagnosis","Other",51,NA,NA,NA
"2894",Dec 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",15,NA,NA,NA
"2895",Dec 2020,"Nasal cavity, sinuses and larynx","New cancer diagnoses (observed)","Route to Diagnosis","Other",22,NA,NA,NA
"2896",Dec 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",197,NA,NA,NA
"2897",Dec 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Route to Diagnosis","Other",106,NA,NA,NA
"2898",Dec 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",47,NA,NA,NA
"2899",Dec 2020,"Non-Hodgkin lymphoma","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",115,NA,NA,NA
"2900",Dec 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",109,NA,NA,NA
"2901",Dec 2020,"Oesophageal","New cancer diagnoses (observed)","Route to Diagnosis","TWW",328,NA,NA,NA
"2902",Dec 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",33,NA,NA,NA
"2903",Dec 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",147,NA,NA,NA
"2904",Dec 2020,"Oesophageal","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",207,NA,NA,NA
"2905",Dec 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",236,206,30,0.15
"2906",Dec 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Route to Diagnosis","Other",131,126,5,0.04
"2907",Dec 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",139,140,-1,-0.01
"2908",Dec 2020,"Oesophago-gastric","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",237,235,2,0.01
"2909",Dec 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",NA,NA,NA,NA
"2910",Dec 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Route to Diagnosis","TWW",NA,NA,NA,NA
"2911",Dec 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",NA,NA,NA,NA
"2912",Dec 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",NA,NA,NA,NA
"2913",Dec 2020,"Other malignant neoplasms","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",NA,NA,NA,NA
"2914",Dec 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",120,NA,NA,NA
"2915",Dec 2020,"Ovarian","New cancer diagnoses (observed)","Route to Diagnosis","Other",86,NA,NA,NA
"2916",Dec 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",65,NA,NA,NA
"2917",Dec 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",64,NA,NA,NA
"2918",Dec 2020,"Ovarian","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",207,NA,NA,NA
"2919",Dec 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",315,NA,NA,NA
"2920",Dec 2020,"Pancreatic","New cancer diagnoses (observed)","Route to Diagnosis","Other",87,NA,NA,NA
"2921",Dec 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",46,NA,NA,NA
"2922",Dec 2020,"Pancreatic","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",204,NA,NA,NA
"2923",Dec 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",701,684,17,0.02
"2924",Dec 2020,"Prostate","New cancer diagnoses (observed)","Route to Diagnosis","TWW",2072,2073,-1,0
"2925",Dec 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",386,387,-1,0
"2926",Dec 2020,"Prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",436,435,1,0
"2927",Dec 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",54,NA,NA,NA
"2928",Dec 2020,"Stomach","New cancer diagnoses (observed)","Route to Diagnosis","TWW",109,NA,NA,NA
"2929",Dec 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",22,NA,NA,NA
"2930",Dec 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",26,NA,NA,NA
"2931",Dec 2020,"Stomach","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",156,NA,NA,NA
"2932",Dec 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",18,NA,NA,NA
"2933",Dec 2020,"Testicular","New cancer diagnoses (observed)","Route to Diagnosis","Other",33,NA,NA,NA
"2934",Dec 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",95,96,-1,-0.01
"2935",Dec 2020,"Unknown","New cancer diagnoses (observed)","Route to Diagnosis","TWW",97,99,-2,-0.02
"2936",Dec 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",244,232,12,0.05
"2937",Dec 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Route to Diagnosis","TWW",301,302,-1,0
"2938",Dec 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",50,49,1,0.02
"2939",Dec 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",61,61,0,0
"2940",Dec 2020,"Upper GI excl OG","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",322,276,46,0.17
"2941",Dec 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Emergency presentation",356,324,32,0.1
"2942",Dec 2020,"Urological excl prostate","New cancer diagnoses (observed)","Route to Diagnosis","Other",337,357,-20,-0.06
"2943",Dec 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",189,188,1,0.01
"2944",Dec 2020,"Urological excl prostate","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",96,94,2,0.02
"2945",Dec 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",131,NA,NA,NA
"2946",Dec 2020,"Uterine","New cancer diagnoses (observed)","Route to Diagnosis","TWW",390,NA,NA,NA
"2947",Dec 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",39,NA,NA,NA
"2948",Dec 2020,"Uterine","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",36,NA,NA,NA
"2949",Jan 2021,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",3869,NA,NA,NA
"2950",Jan 2021,"All sites combined","New cancer diagnoses (observed)","Route to Diagnosis","Screening",1271,NA,NA,NA
"2951",Jan 2021,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 2",2682,2617,65,0.02
"2952",Jan 2021,"All sites combined","New cancer diagnoses (observed)","Stage at diagnosis","Stage 4",2767,2722,45,0.02
"2953",Jan 2021,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","GP referral",166,NA,NA,NA
"2954",Jan 2021,"Bladder","New cancer diagnoses (observed)","Route to Diagnosis","TWW",310,NA,NA,NA
"2955",Jan 2021,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 1",171,NA,NA,NA
"2956",Jan 2021,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Stage 3",47,NA,NA,NA
"2957",Jan 2021,"Bladder","New cancer diagnoses (observed)","Stage at diagnosis","Unknown",308,NA,NA,NA
